,year,gross,popularity,imdb_score,vote_average,genre
1937922,2005,9598131,2.6,5.6,6.9,Drama
1937925,2005,9598131,2.6,5.5,6.9,Drama
1937927,2005,9598131,2.6,6.2,6.9,Drama
1937930,2005,9598131,2.6,5.1,6.9,Drama
1937932,2005,9598131,2.6,8.2,6.9,Drama
1937933,2005,9598131,2.6,4.7,6.9,Drama
1937934,2005,9598131,2.6,7.0,6.9,Drama
1937935,2005,9598131,2.6,3.5,6.9,Drama
1937942,2005,9598131,2.6,6.8,6.9,Drama
1937946,2005,9598131,2.6,8.1,6.9,Drama
1937956,2005,9598131,2.6,5.3,6.9,Drama
1937961,2005,9598131,2.6,7.5,6.9,Drama
1937966,2005,9598131,2.6,7.4,6.9,Drama
1937972,2005,9598131,2.6,4.0,6.9,Drama
1937974,2005,9598131,2.6,7.9,6.9,Drama
1937976,2005,9598131,2.6,7.8,6.9,Drama
1937988,2005,9598131,2.6,4.1,6.9,Drama
1937991,2005,9598131,2.6,2.9,6.9,Drama
1937995,2005,9598131,2.6,4.6,6.9,Drama
1938004,2005,9598131,2.6,2.3,6.9,Drama
1938016,2005,9598131,2.6,7.7,6.9,Drama
1938019,2005,9598131,2.6,4.9,6.9,Drama
1938066,2005,9598131,2.6,3.3,6.9,Drama
1938086,2005,9598131,2.6,1.9,6.9,Drama
1938108,2001,9013424,1.5,6.7,5.9,Comedy
1938109,2001,9013424,1.5,6.1,5.9,Comedy
1938110,2001,9013424,1.5,6.4,5.9,Comedy
1938111,2001,9013424,1.5,7.5,5.9,Comedy
1938112,2001,9013424,1.5,8.1,5.9,Comedy
1938113,2001,9013424,1.5,8.8,5.9,Comedy
1938114,2001,9013424,1.5,6.8,5.9,Comedy
1938115,2001,9013424,1.5,4.4,5.9,Comedy
1938116,2001,9013424,1.5,5.7,5.9,Comedy
1938117,2001,9013424,1.5,6.3,5.9,Comedy
1938118,2001,9013424,1.5,7.7,5.9,Comedy
1938120,2001,9013424,1.5,5.9,5.9,Comedy
1938121,2001,9013424,1.5,6.6,5.9,Comedy
1938123,2001,9013424,1.5,7.1,5.9,Comedy
1938124,2001,9013424,1.5,7.0,5.9,Comedy
1938126,2001,9013424,1.5,7.8,5.9,Comedy
1938127,2001,9013424,1.5,7.6,5.9,Comedy
1938128,2001,9013424,1.5,6.5,5.9,Comedy
1938129,2001,9013424,1.5,8.2,5.9,Comedy
1938131,2001,9013424,1.5,4.7,5.9,Comedy
1938132,2001,9013424,1.5,4.6,5.9,Comedy
1938133,2001,9013424,1.5,6.9,5.9,Comedy
1938134,2001,9013424,1.5,4.5,5.9,Comedy
1938136,2001,9013424,1.5,6.2,5.9,Comedy
1938139,2001,9013424,1.5,5.2,5.9,Comedy
1938143,2001,9013424,1.5,5.5,5.9,Comedy
1938144,2001,9013424,1.5,7.9,5.9,Comedy
1938148,2001,9013424,1.5,7.4,5.9,Comedy
1938163,2001,9013424,1.5,8.4,5.9,Comedy
1938165,2001,9013424,1.5,5.8,5.9,Comedy
1938168,2001,9013424,1.5,5.6,5.9,Comedy
1938172,2001,9013424,1.5,5.4,5.9,Comedy
1938173,2001,9013424,1.5,4.8,5.9,Comedy
1938176,2001,9013424,1.5,6.0,5.9,Comedy
1938190,2001,9013424,1.5,8.0,5.9,Comedy
1938191,2001,9013424,1.5,4.9,5.9,Comedy
1938200,2001,9013424,1.5,5.3,5.9,Comedy
1938209,2001,9013424,1.5,4.1,5.9,Comedy
1938212,2001,9013424,1.5,8.6,5.9,Comedy
1938214,2001,9013424,1.5,7.3,5.9,Comedy
1938232,2001,9013424,1.5,3.9,5.9,Comedy
1938255,2001,9013424,1.5,2.1,5.9,Comedy
1938282,2001,9013424,1.5,7.2,5.9,Comedy
1938296,2016,-17000000,1.7,6.9,4.5,Action
1938297,2016,-17000000,1.7,8.2,4.5,Action
1938298,2016,-17000000,1.7,7.5,4.5,Action
1938299,2016,-17000000,1.7,6.6,4.5,Action
1938300,2016,-17000000,1.7,7.3,4.5,Action
1938302,2016,-17000000,1.7,7.8,4.5,Action
1938303,2016,-17000000,1.7,5.5,4.5,Action
1938305,2016,-17000000,1.7,6.4,4.5,Action
1938309,2016,-17000000,1.7,7.2,4.5,Action
1938311,2016,-17000000,1.7,6.8,4.5,Action
1938313,2016,-17000000,1.7,7.1,4.5,Action
1938314,2016,-17000000,1.7,6.1,4.5,Action
1938315,2016,-17000000,1.7,6.3,4.5,Action
1938316,2016,-17000000,1.7,5.8,4.5,Action
1938322,2016,-17000000,1.7,5.9,4.5,Action
1938323,2016,-17000000,1.7,6.0,4.5,Action
1938324,2016,-17000000,1.7,8.1,4.5,Action
1938326,2016,-17000000,1.7,7.4,4.5,Action
1938327,2016,-17000000,1.7,6.7,4.5,Action
1938328,2016,-17000000,1.7,4.8,4.5,Action
1938332,2016,-17000000,1.7,5.2,4.5,Action
1938338,2016,-17000000,1.7,5.3,4.5,Action
1938348,2016,-17000000,1.7,7.6,4.5,Action
1938354,2016,-17000000,1.7,5.0,4.5,Action
1938358,2016,-17000000,1.7,4.0,4.5,Action
1938360,2016,-17000000,1.7,5.4,4.5,Action
1938373,2016,-17000000,1.7,7.7,4.5,Action
1938375,2016,-17000000,1.7,8.0,4.5,Action
1938376,2016,-17000000,1.7,4.2,4.5,Action
1938377,2016,-17000000,1.7,7.0,4.5,Action
1938382,2016,-17000000,1.7,3.5,4.5,Action
1938383,2016,-17000000,1.7,4.5,4.5,Action
1938385,2016,-17000000,1.7,8.5,4.5,Action
1938386,2016,-17000000,1.7,4.7,4.5,Action
1938391,2016,-17000000,1.7,8.7,4.5,Action
1938392,2016,-17000000,1.7,3.7,4.5,Action
1938393,2016,-17000000,1.7,9.1,4.5,Action
1938395,2016,-17000000,1.7,3.4,4.5,Action
1938399,2016,-17000000,1.7,5.7,4.5,Action
1938402,2016,-17000000,1.7,6.9,4.5,Drama
1938403,2016,-17000000,1.7,8.2,4.5,Drama
1938404,2016,-17000000,1.7,7.5,4.5,Drama
1938405,2016,-17000000,1.7,6.6,4.5,Drama
1938406,2016,-17000000,1.7,7.3,4.5,Drama
1938408,2016,-17000000,1.7,7.8,4.5,Drama
1938409,2016,-17000000,1.7,5.5,4.5,Drama
1938411,2016,-17000000,1.7,6.4,4.5,Drama
1938415,2016,-17000000,1.7,7.2,4.5,Drama
1938417,2016,-17000000,1.7,6.8,4.5,Drama
1938419,2016,-17000000,1.7,7.1,4.5,Drama
1938420,2016,-17000000,1.7,6.1,4.5,Drama
1938421,2016,-17000000,1.7,6.3,4.5,Drama
1938422,2016,-17000000,1.7,5.8,4.5,Drama
1938428,2016,-17000000,1.7,5.9,4.5,Drama
1938429,2016,-17000000,1.7,6.0,4.5,Drama
1938430,2016,-17000000,1.7,8.1,4.5,Drama
1938432,2016,-17000000,1.7,7.4,4.5,Drama
1938433,2016,-17000000,1.7,6.7,4.5,Drama
1938434,2016,-17000000,1.7,4.8,4.5,Drama
1938438,2016,-17000000,1.7,5.2,4.5,Drama
1938444,2016,-17000000,1.7,5.3,4.5,Drama
1938454,2016,-17000000,1.7,7.6,4.5,Drama
1938460,2016,-17000000,1.7,5.0,4.5,Drama
1938464,2016,-17000000,1.7,4.0,4.5,Drama
1938466,2016,-17000000,1.7,5.4,4.5,Drama
1938479,2016,-17000000,1.7,7.7,4.5,Drama
1938481,2016,-17000000,1.7,8.0,4.5,Drama
1938482,2016,-17000000,1.7,4.2,4.5,Drama
1938483,2016,-17000000,1.7,7.0,4.5,Drama
1938488,2016,-17000000,1.7,3.5,4.5,Drama
1938489,2016,-17000000,1.7,4.5,4.5,Drama
1938491,2016,-17000000,1.7,8.5,4.5,Drama
1938492,2016,-17000000,1.7,4.7,4.5,Drama
1938497,2016,-17000000,1.7,8.7,4.5,Drama
1938498,2016,-17000000,1.7,3.7,4.5,Drama
1938499,2016,-17000000,1.7,9.1,4.5,Drama
1938501,2016,-17000000,1.7,3.4,4.5,Drama
1938505,2016,-17000000,1.7,5.7,4.5,Drama
1938508,1945,5500000,2.3,7.1,7.3,Drama
1938509,1945,5500000,2.3,7.5,7.3,Drama
1938510,1945,5500000,2.3,7.6,7.3,Drama
1938511,1945,5500000,2.3,8.0,7.3,Drama
1938512,1945,5500000,2.3,7.1,7.3,Mystery
1938513,1945,5500000,2.3,7.5,7.3,Mystery
1938514,1945,5500000,2.3,7.6,7.3,Mystery
1938515,1945,5500000,2.3,8.0,7.3,Mystery
1938516,1945,5500000,2.3,7.1,7.3,Thriller
1938517,1945,5500000,2.3,7.5,7.3,Thriller
1938518,1945,5500000,2.3,7.6,7.3,Thriller
1938519,1945,5500000,2.3,8.0,7.3,Thriller
1938520,1994,0,1.6,7.2,6.5,Drama
1938521,1994,0,1.6,8.5,6.5,Drama
1938522,1994,0,1.6,6.2,6.5,Drama
1938523,1994,0,1.6,6.6,6.5,Drama
1938524,1994,0,1.6,6.9,6.5,Drama
1938525,1994,0,1.6,8.8,6.5,Drama
1938526,1994,0,1.6,6.0,6.5,Drama
1938527,1994,0,1.6,7.6,6.5,Drama
1938528,1994,0,1.6,5.5,6.5,Drama
1938529,1994,0,1.6,4.4,6.5,Drama
1938530,1994,0,1.6,5.9,6.5,Drama
1938531,1994,0,1.6,4.8,6.5,Drama
1938532,1994,0,1.6,6.7,6.5,Drama
1938533,1994,0,1.6,5.4,6.5,Drama
1938534,1994,0,1.6,6.3,6.5,Drama
1938535,1994,0,1.6,5.2,6.5,Drama
1938537,1994,0,1.6,6.1,6.5,Drama
1938538,1994,0,1.6,7.3,6.5,Drama
1938541,1994,0,1.6,3.8,6.5,Drama
1938543,1994,0,1.6,7.5,6.5,Drama
1938544,1994,0,1.6,6.4,6.5,Drama
1938545,1994,0,1.6,5.8,6.5,Drama
1938546,1994,0,1.6,4.3,6.5,Drama
1938547,1994,0,1.6,9.3,6.5,Drama
1938548,1994,0,1.6,6.8,6.5,Drama
1938554,1994,0,1.6,7.9,6.5,Drama
1938562,1994,0,1.6,3.3,6.5,Drama
1938563,1994,0,1.6,6.5,6.5,Drama
1938564,1994,0,1.6,8.9,6.5,Drama
1938568,1994,0,1.6,7.4,6.5,Drama
1938569,1994,0,1.6,7.1,6.5,Drama
1938572,1994,0,1.6,8.3,6.5,Drama
1938573,1994,0,1.6,7.8,6.5,Drama
1938574,1994,0,1.6,7.2,6.5,Mystery
1938575,1994,0,1.6,8.5,6.5,Mystery
1938576,1994,0,1.6,6.2,6.5,Mystery
1938577,1994,0,1.6,6.6,6.5,Mystery
1938578,1994,0,1.6,6.9,6.5,Mystery
1938579,1994,0,1.6,8.8,6.5,Mystery
1938580,1994,0,1.6,6.0,6.5,Mystery
1938581,1994,0,1.6,7.6,6.5,Mystery
1938582,1994,0,1.6,5.5,6.5,Mystery
1938583,1994,0,1.6,4.4,6.5,Mystery
1938584,1994,0,1.6,5.9,6.5,Mystery
1938585,1994,0,1.6,4.8,6.5,Mystery
1938586,1994,0,1.6,6.7,6.5,Mystery
1938587,1994,0,1.6,5.4,6.5,Mystery
1938588,1994,0,1.6,6.3,6.5,Mystery
1938589,1994,0,1.6,5.2,6.5,Mystery
1938591,1994,0,1.6,6.1,6.5,Mystery
1938592,1994,0,1.6,7.3,6.5,Mystery
1938595,1994,0,1.6,3.8,6.5,Mystery
1938597,1994,0,1.6,7.5,6.5,Mystery
1938598,1994,0,1.6,6.4,6.5,Mystery
1938599,1994,0,1.6,5.8,6.5,Mystery
1938600,1994,0,1.6,4.3,6.5,Mystery
1938601,1994,0,1.6,9.3,6.5,Mystery
1938602,1994,0,1.6,6.8,6.5,Mystery
1938608,1994,0,1.6,7.9,6.5,Mystery
1938616,1994,0,1.6,3.3,6.5,Mystery
1938617,1994,0,1.6,6.5,6.5,Mystery
1938618,1994,0,1.6,8.9,6.5,Mystery
1938622,1994,0,1.6,7.4,6.5,Mystery
1938623,1994,0,1.6,7.1,6.5,Mystery
1938626,1994,0,1.6,8.3,6.5,Mystery
1938627,1994,0,1.6,7.8,6.5,Mystery
1938628,1998,875097,2.1,6.6,7.1,Romance
1938630,1998,875097,2.1,7.5,7.1,Romance
1938631,1998,875097,2.1,7.3,7.1,Romance
1938632,1998,875097,2.1,7.1,7.1,Romance
1938633,1998,875097,2.1,6.1,7.1,Romance
1938634,1998,875097,2.1,5.7,7.1,Romance
1938635,1998,875097,2.1,5.1,7.1,Romance
1938636,1998,875097,2.1,5.6,7.1,Romance
1938637,1998,875097,2.1,7.0,7.1,Romance
1938638,1998,875097,2.1,5.8,7.1,Romance
1938639,1998,875097,2.1,6.0,7.1,Romance
1938640,1998,875097,2.1,5.9,7.1,Romance
1938642,1998,875097,2.1,5.3,7.1,Romance
1938643,1998,875097,2.1,6.4,7.1,Romance
1938644,1998,875097,2.1,6.3,7.1,Romance
1938647,1998,875097,2.1,8.6,7.1,Romance
1938648,1998,875097,2.1,6.5,7.1,Romance
1938649,1998,875097,2.1,6.7,7.1,Romance
1938651,1998,875097,2.1,8.1,7.1,Romance
1938658,1998,875097,2.1,4.9,7.1,Romance
1938662,1998,875097,2.1,7.6,7.1,Romance
1938667,1998,875097,2.1,7.8,7.1,Romance
1938669,1998,875097,2.1,7.2,7.1,Romance
1938672,1998,875097,2.1,6.2,7.1,Romance
1938674,1998,875097,2.1,4.8,7.1,Romance
1938676,1998,875097,2.1,6.8,7.1,Romance
1938680,1998,875097,2.1,7.7,7.1,Romance
1938686,1998,875097,2.1,6.9,7.1,Romance
1938688,1998,875097,2.1,4.6,7.1,Romance
1938689,1998,875097,2.1,3.9,7.1,Romance
1938692,1998,875097,2.1,5.5,7.1,Romance
1938703,1998,875097,2.1,2.8,7.1,Romance
1938704,1998,875097,2.1,5.0,7.1,Romance
1938705,1998,875097,2.1,8.2,7.1,Romance
1938706,1998,875097,2.1,7.4,7.1,Romance
1938710,1998,875097,2.1,3.8,7.1,Romance
1938726,1998,875097,2.1,2.3,7.1,Romance
1938743,1998,875097,2.1,8.0,7.1,Romance
1938762,1998,875097,2.1,6.6,7.1,Comedy
1938764,1998,875097,2.1,7.5,7.1,Comedy
1938765,1998,875097,2.1,7.3,7.1,Comedy
1938766,1998,875097,2.1,7.1,7.1,Comedy
1938767,1998,875097,2.1,6.1,7.1,Comedy
1938768,1998,875097,2.1,5.7,7.1,Comedy
1938769,1998,875097,2.1,5.1,7.1,Comedy
1938770,1998,875097,2.1,5.6,7.1,Comedy
1938771,1998,875097,2.1,7.0,7.1,Comedy
1938772,1998,875097,2.1,5.8,7.1,Comedy
1938773,1998,875097,2.1,6.0,7.1,Comedy
1938774,1998,875097,2.1,5.9,7.1,Comedy
1938776,1998,875097,2.1,5.3,7.1,Comedy
1938777,1998,875097,2.1,6.4,7.1,Comedy
1938778,1998,875097,2.1,6.3,7.1,Comedy
1938781,1998,875097,2.1,8.6,7.1,Comedy
1938782,1998,875097,2.1,6.5,7.1,Comedy
1938783,1998,875097,2.1,6.7,7.1,Comedy
1938785,1998,875097,2.1,8.1,7.1,Comedy
1938792,1998,875097,2.1,4.9,7.1,Comedy
1938796,1998,875097,2.1,7.6,7.1,Comedy
1938801,1998,875097,2.1,7.8,7.1,Comedy
1938803,1998,875097,2.1,7.2,7.1,Comedy
1938806,1998,875097,2.1,6.2,7.1,Comedy
1938808,1998,875097,2.1,4.8,7.1,Comedy
1938810,1998,875097,2.1,6.8,7.1,Comedy
1938814,1998,875097,2.1,7.7,7.1,Comedy
1938820,1998,875097,2.1,6.9,7.1,Comedy
1938822,1998,875097,2.1,4.6,7.1,Comedy
1938823,1998,875097,2.1,3.9,7.1,Comedy
1938826,1998,875097,2.1,5.5,7.1,Comedy
1938837,1998,875097,2.1,2.8,7.1,Comedy
1938838,1998,875097,2.1,5.0,7.1,Comedy
1938839,1998,875097,2.1,8.2,7.1,Comedy
1938840,1998,875097,2.1,7.4,7.1,Comedy
1938844,1998,875097,2.1,3.8,7.1,Comedy
1938860,1998,875097,2.1,2.3,7.1,Comedy
1938877,1998,875097,2.1,8.0,7.1,Comedy
1938896,1998,875097,2.1,6.6,7.1,Crime
1938898,1998,875097,2.1,7.5,7.1,Crime
1938899,1998,875097,2.1,7.3,7.1,Crime
1938900,1998,875097,2.1,7.1,7.1,Crime
1938901,1998,875097,2.1,6.1,7.1,Crime
1938902,1998,875097,2.1,5.7,7.1,Crime
1938903,1998,875097,2.1,5.1,7.1,Crime
1938904,1998,875097,2.1,5.6,7.1,Crime
1938905,1998,875097,2.1,7.0,7.1,Crime
1938906,1998,875097,2.1,5.8,7.1,Crime
1938907,1998,875097,2.1,6.0,7.1,Crime
1938908,1998,875097,2.1,5.9,7.1,Crime
1938910,1998,875097,2.1,5.3,7.1,Crime
1938911,1998,875097,2.1,6.4,7.1,Crime
1938912,1998,875097,2.1,6.3,7.1,Crime
1938915,1998,875097,2.1,8.6,7.1,Crime
1938916,1998,875097,2.1,6.5,7.1,Crime
1938917,1998,875097,2.1,6.7,7.1,Crime
1938919,1998,875097,2.1,8.1,7.1,Crime
1938926,1998,875097,2.1,4.9,7.1,Crime
1938930,1998,875097,2.1,7.6,7.1,Crime
1938935,1998,875097,2.1,7.8,7.1,Crime
1938937,1998,875097,2.1,7.2,7.1,Crime
1938940,1998,875097,2.1,6.2,7.1,Crime
1938942,1998,875097,2.1,4.8,7.1,Crime
1938944,1998,875097,2.1,6.8,7.1,Crime
1938948,1998,875097,2.1,7.7,7.1,Crime
1938954,1998,875097,2.1,6.9,7.1,Crime
1938956,1998,875097,2.1,4.6,7.1,Crime
1938957,1998,875097,2.1,3.9,7.1,Crime
1938960,1998,875097,2.1,5.5,7.1,Crime
1938971,1998,875097,2.1,2.8,7.1,Crime
1938972,1998,875097,2.1,5.0,7.1,Crime
1938973,1998,875097,2.1,8.2,7.1,Crime
1938974,1998,875097,2.1,7.4,7.1,Crime
1938978,1998,875097,2.1,3.8,7.1,Crime
1938994,1998,875097,2.1,2.3,7.1,Crime
1939011,1998,875097,2.1,8.0,7.1,Crime
1939030,1998,875097,2.1,6.6,7.1,Drama
1939032,1998,875097,2.1,7.5,7.1,Drama
1939033,1998,875097,2.1,7.3,7.1,Drama
1939034,1998,875097,2.1,7.1,7.1,Drama
1939035,1998,875097,2.1,6.1,7.1,Drama
1939036,1998,875097,2.1,5.7,7.1,Drama
1939037,1998,875097,2.1,5.1,7.1,Drama
1939038,1998,875097,2.1,5.6,7.1,Drama
1939039,1998,875097,2.1,7.0,7.1,Drama
1939040,1998,875097,2.1,5.8,7.1,Drama
1939041,1998,875097,2.1,6.0,7.1,Drama
1939042,1998,875097,2.1,5.9,7.1,Drama
1939044,1998,875097,2.1,5.3,7.1,Drama
1939045,1998,875097,2.1,6.4,7.1,Drama
1939046,1998,875097,2.1,6.3,7.1,Drama
1939049,1998,875097,2.1,8.6,7.1,Drama
1939050,1998,875097,2.1,6.5,7.1,Drama
1939051,1998,875097,2.1,6.7,7.1,Drama
1939053,1998,875097,2.1,8.1,7.1,Drama
1939060,1998,875097,2.1,4.9,7.1,Drama
1939064,1998,875097,2.1,7.6,7.1,Drama
1939069,1998,875097,2.1,7.8,7.1,Drama
1939071,1998,875097,2.1,7.2,7.1,Drama
1939074,1998,875097,2.1,6.2,7.1,Drama
1939076,1998,875097,2.1,4.8,7.1,Drama
1939078,1998,875097,2.1,6.8,7.1,Drama
1939082,1998,875097,2.1,7.7,7.1,Drama
1939088,1998,875097,2.1,6.9,7.1,Drama
1939090,1998,875097,2.1,4.6,7.1,Drama
1939091,1998,875097,2.1,3.9,7.1,Drama
1939094,1998,875097,2.1,5.5,7.1,Drama
1939105,1998,875097,2.1,2.8,7.1,Drama
1939106,1998,875097,2.1,5.0,7.1,Drama
1939107,1998,875097,2.1,8.2,7.1,Drama
1939108,1998,875097,2.1,7.4,7.1,Drama
1939112,1998,875097,2.1,3.8,7.1,Drama
1939128,1998,875097,2.1,2.3,7.1,Drama
1939145,1998,875097,2.1,8.0,7.1,Drama
1939164,2010,95509150,7.6,7.8,6.8,Horror
1939165,2010,95509150,7.6,6.7,6.8,Horror
1939166,2010,95509150,7.6,6.5,6.8,Horror
1939167,2010,95509150,7.6,6.8,6.8,Horror
1939168,2010,95509150,7.6,8.3,6.8,Horror
1939169,2010,95509150,7.6,6.6,6.8,Horror
1939170,2010,95509150,7.6,7.0,6.8,Horror
1939171,2010,95509150,7.6,6.4,6.8,Horror
1939172,2010,95509150,7.6,8.2,6.8,Horror
1939173,2010,95509150,7.6,8.8,6.8,Horror
1939174,2010,95509150,7.6,6.1,6.8,Horror
1939175,2010,95509150,7.6,6.3,6.8,Horror
1939176,2010,95509150,7.6,5.8,6.8,Horror
1939177,2010,95509150,7.6,4.2,6.8,Horror
1939179,2010,95509150,7.6,7.3,6.8,Horror
1939182,2010,95509150,7.6,5.3,6.8,Horror
1939184,2010,95509150,7.6,4.9,6.8,Horror
1939185,2010,95509150,7.6,5.5,6.8,Horror
1939187,2010,95509150,7.6,6.0,6.8,Horror
1939189,2010,95509150,7.6,6.9,6.8,Horror
1939190,2010,95509150,7.6,4.3,6.8,Horror
1939191,2010,95509150,7.6,5.9,6.8,Horror
1939193,2010,95509150,7.6,4.4,6.8,Horror
1939194,2010,95509150,7.6,7.5,6.8,Horror
1939197,2010,95509150,7.6,8.1,6.8,Horror
1939199,2010,95509150,7.6,4.6,6.8,Horror
1939201,2010,95509150,7.6,5.4,6.8,Horror
1939204,2010,95509150,7.6,7.7,6.8,Horror
1939207,2010,95509150,7.6,5.7,6.8,Horror
1939208,2010,95509150,7.6,7.1,6.8,Horror
1939218,2010,95509150,7.6,4.7,6.8,Horror
1939219,2010,95509150,7.6,7.2,6.8,Horror
1939227,2010,95509150,7.6,7.6,6.8,Horror
1939228,2010,95509150,7.6,5.6,6.8,Horror
1939234,2010,95509150,7.6,3.8,6.8,Horror
1939236,2010,95509150,7.6,6.2,6.8,Horror
1939242,2010,95509150,7.6,7.4,6.8,Horror
1939248,2010,95509150,7.6,5.2,6.8,Horror
1939252,2010,95509150,7.6,4.8,6.8,Horror
1939266,2010,95509150,7.6,3.5,6.8,Horror
1939273,2010,95509150,7.6,5.1,6.8,Horror
1939283,2010,95509150,7.6,8.0,6.8,Horror
1939295,2010,95509150,7.6,3.6,6.8,Horror
1939303,2010,95509150,7.6,7.9,6.8,Horror
1939335,2010,95509150,7.6,3.4,6.8,Horror
1939377,2010,95509150,7.6,2.7,6.8,Horror
1939379,2010,95509150,7.6,3.0,6.8,Horror
1939392,2010,95509150,7.6,3.9,6.8,Horror
1939394,2010,95509150,7.6,7.8,6.8,Thriller
1939395,2010,95509150,7.6,6.7,6.8,Thriller
1939396,2010,95509150,7.6,6.5,6.8,Thriller
1939397,2010,95509150,7.6,6.8,6.8,Thriller
1939398,2010,95509150,7.6,8.3,6.8,Thriller
1939399,2010,95509150,7.6,6.6,6.8,Thriller
1939400,2010,95509150,7.6,7.0,6.8,Thriller
1939401,2010,95509150,7.6,6.4,6.8,Thriller
1939402,2010,95509150,7.6,8.2,6.8,Thriller
1939403,2010,95509150,7.6,8.8,6.8,Thriller
1939404,2010,95509150,7.6,6.1,6.8,Thriller
1939405,2010,95509150,7.6,6.3,6.8,Thriller
1939406,2010,95509150,7.6,5.8,6.8,Thriller
1939407,2010,95509150,7.6,4.2,6.8,Thriller
1939409,2010,95509150,7.6,7.3,6.8,Thriller
1939412,2010,95509150,7.6,5.3,6.8,Thriller
1939414,2010,95509150,7.6,4.9,6.8,Thriller
1939415,2010,95509150,7.6,5.5,6.8,Thriller
1939417,2010,95509150,7.6,6.0,6.8,Thriller
1939419,2010,95509150,7.6,6.9,6.8,Thriller
1939420,2010,95509150,7.6,4.3,6.8,Thriller
1939421,2010,95509150,7.6,5.9,6.8,Thriller
1939423,2010,95509150,7.6,4.4,6.8,Thriller
1939424,2010,95509150,7.6,7.5,6.8,Thriller
1939427,2010,95509150,7.6,8.1,6.8,Thriller
1939429,2010,95509150,7.6,4.6,6.8,Thriller
1939431,2010,95509150,7.6,5.4,6.8,Thriller
1939434,2010,95509150,7.6,7.7,6.8,Thriller
1939437,2010,95509150,7.6,5.7,6.8,Thriller
1939438,2010,95509150,7.6,7.1,6.8,Thriller
1939448,2010,95509150,7.6,4.7,6.8,Thriller
1939449,2010,95509150,7.6,7.2,6.8,Thriller
1939457,2010,95509150,7.6,7.6,6.8,Thriller
1939458,2010,95509150,7.6,5.6,6.8,Thriller
1939464,2010,95509150,7.6,3.8,6.8,Thriller
1939466,2010,95509150,7.6,6.2,6.8,Thriller
1939472,2010,95509150,7.6,7.4,6.8,Thriller
1939478,2010,95509150,7.6,5.2,6.8,Thriller
1939482,2010,95509150,7.6,4.8,6.8,Thriller
1939496,2010,95509150,7.6,3.5,6.8,Thriller
1939503,2010,95509150,7.6,5.1,6.8,Thriller
1939513,2010,95509150,7.6,8.0,6.8,Thriller
1939525,2010,95509150,7.6,3.6,6.8,Thriller
1939533,2010,95509150,7.6,7.9,6.8,Thriller
1939565,2010,95509150,7.6,3.4,6.8,Thriller
1939607,2010,95509150,7.6,2.7,6.8,Thriller
1939609,2010,95509150,7.6,3.0,6.8,Thriller
1939622,2010,95509150,7.6,3.9,6.8,Thriller
1939624,1984,800000,2.3,6.4,6.7,Comedy
1939625,1984,800000,2.3,6.5,6.7,Comedy
1939626,1984,800000,2.3,6.6,6.7,Comedy
1939627,1984,800000,2.3,7.2,6.7,Comedy
1939628,1984,800000,2.3,7.5,6.7,Comedy
1939629,1984,800000,2.3,8.4,6.7,Comedy
1939630,1984,800000,2.3,7.6,6.7,Comedy
1939631,1984,800000,2.3,7.4,6.7,Comedy
1939633,1984,800000,2.3,4.8,6.7,Comedy
1939635,1984,800000,2.3,7.0,6.7,Comedy
1939637,1984,800000,2.3,8.3,6.7,Comedy
1939638,1984,800000,2.3,5.8,6.7,Comedy
1939639,1984,800000,2.3,7.3,6.7,Comedy
1939640,1984,800000,2.3,6.0,6.7,Comedy
1939642,1984,800000,2.3,6.8,6.7,Comedy
1939643,1984,800000,2.3,5.7,6.7,Comedy
1939646,1984,800000,2.3,6.2,6.7,Comedy
1939648,1984,800000,2.3,8.1,6.7,Comedy
1939649,1984,800000,2.3,6.7,6.7,Comedy
1939650,1984,800000,2.3,5.9,6.7,Comedy
1939652,1984,800000,2.3,6.9,6.7,Comedy
1939653,1984,800000,2.3,5.5,6.7,Comedy
1939655,1984,800000,2.3,6.4,6.7,Crime
1939656,1984,800000,2.3,6.5,6.7,Crime
1939657,1984,800000,2.3,6.6,6.7,Crime
1939658,1984,800000,2.3,7.2,6.7,Crime
1939659,1984,800000,2.3,7.5,6.7,Crime
1939660,1984,800000,2.3,8.4,6.7,Crime
1939661,1984,800000,2.3,7.6,6.7,Crime
1939662,1984,800000,2.3,7.4,6.7,Crime
1939664,1984,800000,2.3,4.8,6.7,Crime
1939666,1984,800000,2.3,7.0,6.7,Crime
1939668,1984,800000,2.3,8.3,6.7,Crime
1939669,1984,800000,2.3,5.8,6.7,Crime
1939670,1984,800000,2.3,7.3,6.7,Crime
1939671,1984,800000,2.3,6.0,6.7,Crime
1939673,1984,800000,2.3,6.8,6.7,Crime
1939674,1984,800000,2.3,5.7,6.7,Crime
1939677,1984,800000,2.3,6.2,6.7,Crime
1939679,1984,800000,2.3,8.1,6.7,Crime
1939680,1984,800000,2.3,6.7,6.7,Crime
1939681,1984,800000,2.3,5.9,6.7,Crime
1939683,1984,800000,2.3,6.9,6.7,Crime
1939684,1984,800000,2.3,5.5,6.7,Crime
1939686,1984,800000,2.3,6.4,6.7,Science Fiction
1939687,1984,800000,2.3,6.5,6.7,Science Fiction
1939688,1984,800000,2.3,6.6,6.7,Science Fiction
1939689,1984,800000,2.3,7.2,6.7,Science Fiction
1939690,1984,800000,2.3,7.5,6.7,Science Fiction
